obsID,CountyID,impactLevel,FloodSource,countyName,EARegion,AltCountyName,ObservationDate,ImpactLevelDescription,FloodSourceDescription
1822,96,3,S,Pembrokeshire,Wales,Pembrokeshire,19/12/2015,Minor,Surface water
1822,98,3,S,Swansea,Wales,Swansea,19/12/2015,Minor,Surface water
1823,13,3,R,Cumbria,Northwest - Warrington,Cumbria,19/12/2015,Minor,River
1825,89,3,R,Gwynedd,Wales,Gwynedd,20/12/2015,Minor,River
1825,89,3,S,Gwynedd,Wales,Gwynedd,20/12/2015,Minor,Surface water
2824,60,3,R,Herefordshire,Midlands - Solihull,Herefordshire,22/12/2015,Minor,River
2825,33,3,R,Shropshire,Midlands - Solihull,Shropshire,22/12/2015,Minor,River
2826,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,22/12/2015,Minor,River
2828,55,3,R,York,Northeast - Leeds,York,22/12/2015,Minor,River
1824,13,3,R,Cumbria,Northwest - Warrington,Cumbria,22/12/2015,Minor,River
1824,13,2,R,Cumbria,Northwest - Warrington,Cumbria,22/12/2015,Significant,River
1824,13,3,S,Cumbria,Northwest - Warrington,Cumbria,22/12/2015,Minor,Surface water
1824,13,2,S,Cumbria,Northwest - Warrington,Cumbria,22/12/2015,Significant,Surface water
1826,94,,,Powys,Wales,Powys,22/12/2015,,
2827,33,3,R,Shropshire,Midlands - Solihull,Shropshire,23/12/2015,Minor,River
2827,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,23/12/2015,Minor,River
2827,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,23/12/2015,Minor,River
2827,55,3,R,York,Northeast - Leeds,York,23/12/2015,Minor,River
2827,11,3,R,Cheshire,Northwest - Warrington,Cheshire,23/12/2015,Minor,River
2827,60,3,R,Herefordshire,Midlands - Solihull,Herefordshire,23/12/2015,Minor,River
2835,33,3,R,Shropshire,Midlands - Solihull,Shropshire,24/12/2015,Minor,River
2835,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,24/12/2015,Minor,River
2835,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,24/12/2015,Minor,River
2835,55,3,R,York,Northeast - Leeds,York,24/12/2015,Minor,River
2836,33,3,R,Shropshire,Midlands - Solihull,Shropshire,25/12/2015,Minor,River
2836,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,25/12/2015,Minor,River
2836,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,25/12/2015,Minor,River
2843,11,3,S,Cheshire,Northwest - Warrington,Cheshire,25/12/2015,Minor,Surface water
2843,17,3,S,Durham,Northeast - Leeds,Durham,25/12/2015,Minor,Surface water
2843,7,3,S,Greater Manchester,Northwest - Warrington,Gtr Manchester,25/12/2015,Minor,Surface water
2843,30,3,S,North Yorkshire,Northeast - Leeds,N Yorkshire,25/12/2015,Minor,Surface water
2843,3,3,S,Tyne and Wear,Northeast - Leeds,Tyne and Wear,25/12/2015,Minor,Surface water
2843,55,3,S,York,Northeast - Leeds,York,25/12/2015,Minor,Surface water
2842,1,2,R,Merseyside,Northwest - Warrington,Merseyside,26/12/2015,Significant,River
2842,1,3,S,Merseyside,Northwest - Warrington,Merseyside,26/12/2015,Minor,Surface water
2832,11,3,R,Cheshire,Northwest - Warrington,Cheshire,26/12/2015,Minor,River
2832,52,3,R,East Riding of Yorkshire,Northeast - Leeds,E Riding of Yorkshire,26/12/2015,Minor,River
2832,11,3,S,Cheshire,Northwest - Warrington,Cheshire,26/12/2015,Minor,Surface water
2832,52,3,S,East Riding of Yorkshire,Northeast - Leeds,E Riding of Yorkshire,26/12/2015,Minor,Surface water
2832,29,3,S,Northumberland,Northeast - Leeds,Northumberland,26/12/2015,Minor,Surface water
2832,3,3,S,Tyne and Wear,Northeast - Leeds,Tyne and Wear,26/12/2015,Minor,Surface water
2852,96,3,C,Pembrokeshire,Wales,Pembrokeshire,26/12/2015,Minor,Coastal \ tidal
2849,13,3,R,Cumbria,Northwest - Warrington,Cumbria,26/12/2015,Minor,River
2849,13,3,S,Cumbria,Northwest - Warrington,Cumbria,26/12/2015,Minor,Surface water
2831,49,1,R,Blackburn with Darwen,Northwest - Warrington,Blackburn with Darwen,26/12/2015,Severe,River
2831,7,1,R,Greater Manchester,Northwest - Warrington,Gtr Manchester,26/12/2015,Severe,River
2831,24,1,R,Lancashire,Northwest - Warrington,Lancashire,26/12/2015,Severe,River
2831,30,1,R,North Yorkshire,Northeast - Leeds,N Yorkshire,26/12/2015,Severe,River
2831,5,1,R,West Yorkshire,Northeast - Leeds,W Yorkshire,26/12/2015,Severe,River
2831,55,1,R,York,Northeast - Leeds,York,26/12/2015,Severe,River
2831,49,2,S,Blackburn with Darwen,Northwest - Warrington,Blackburn with Darwen,26/12/2015,Significant,Surface water
2831,7,2,S,Greater Manchester,Northwest - Warrington,Gtr Manchester,26/12/2015,Significant,Surface water
2831,47,2,S,Halton,Northwest - Warrington,Halton,26/12/2015,Significant,Surface water
2831,24,2,S,Lancashire,Northwest - Warrington,Lancashire,26/12/2015,Significant,Surface water
2831,30,2,S,North Yorkshire,Northeast - Leeds,N Yorkshire,26/12/2015,Significant,Surface water
2831,44,2,S,Redcar and Cleveland,Northeast - Leeds,Redcar and Cleveland,26/12/2015,Significant,Surface water
2831,48,2,S,Warrington,Northwest - Warrington,Warrington,26/12/2015,Significant,Surface water
2831,5,2,S,West Yorkshire,Northeast - Leeds,W Yorkshire,26/12/2015,Significant,Surface water
2830,90,3,R,Conwy,Wales,Conwy,26/12/2015,Minor,River
2830,88,3,R,Isle of Anglesey,Wales,Isle of Anglesey,26/12/2015,Minor,River
2830,93,3,R,Wrexham,Wales,Wrexham,26/12/2015,Minor,River
2830,91,2,R,Denbighshire,Wales,Denbighshire,26/12/2015,Significant,River
2830,89,2,R,Gwynedd,Wales,Gwynedd,26/12/2015,Significant,River
2830,90,3,S,Conwy,Wales,Conwy,26/12/2015,Minor,Surface water
2830,88,3,S,Isle of Anglesey,Wales,Isle of Anglesey,26/12/2015,Minor,Surface water
2830,93,3,S,Wrexham,Wales,Wrexham,26/12/2015,Minor,Surface water
2830,91,2,S,Denbighshire,Wales,Denbighshire,26/12/2015,Significant,Surface water
2830,89,2,S,Gwynedd,Wales,Gwynedd,26/12/2015,Significant,Surface water
2831,55,2,S,York,Northeast - Leeds,York,26/12/2015,Significant,Surface water
2829,89,2,R,Gwynedd,Wales,Gwynedd,26/12/2015,Significant,River
2837,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,26/12/2015,Minor,River
2837,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,26/12/2015,Minor,River
2834,5,1,R,West Yorkshire,Northeast - Leeds,W Yorkshire,26/12/2015,Severe,River
2837,33,3,R,Shropshire,Midlands - Solihull,Shropshire,26/12/2015,Minor,River
2833,55,1,R,York,Northeast - Leeds,York,26/12/2015,Severe,River
2850,13,3,R,Cumbria,Northwest - Warrington,Cumbria,27/12/2015,Minor,River
2844,7,1,R,Greater Manchester,Northwest - Warrington,Gtr Manchester,27/12/2015,Severe,River
2844,30,1,R,North Yorkshire,Northeast - Leeds,N Yorkshire,27/12/2015,Severe,River
2844,5,1,R,West Yorkshire,Northeast - Leeds,W Yorkshire,27/12/2015,Severe,River
2844,55,1,R,York,Northeast - Leeds,York,27/12/2015,Severe,River
2846,90,3,R,Conwy,Wales,Conwy,27/12/2015,Minor,River
2846,89,3,R,Gwynedd,Wales,Gwynedd,27/12/2015,Minor,River
2846,90,3,S,Conwy,Wales,Conwy,27/12/2015,Minor,Surface water
2846,89,3,S,Gwynedd,Wales,Gwynedd,27/12/2015,Minor,Surface water
2845,24,2,R,Lancashire,Northwest - Warrington,Lancashire,27/12/2015,Significant,River
2847,11,3,R,Cheshire,Northwest - Warrington,Cheshire,27/12/2015,Minor,River
2838,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,27/12/2015,Minor,River
2838,33,3,R,Shropshire,Midlands - Solihull,Shropshire,27/12/2015,Minor,River
2838,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,27/12/2015,Minor,River
2838,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,27/12/2015,Minor,River
2848,24,2,R,Lancashire,Northwest - Warrington,Lancashire,28/12/2015,Significant,River
2848,30,2,R,North Yorkshire,Northeast - Leeds,N Yorkshire,28/12/2015,Significant,River
2848,55,2,R,York,Northeast - Leeds,York,28/12/2015,Significant,River
2854,85,3,C,Portsmouth,Southeast South - Worthing,Portsmouth,28/12/2015,Minor,Coastal \ tidal
2851,13,3,R,Cumbria,Northwest - Warrington,Cumbria,28/12/2015,Minor,River
2839,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,28/12/2015,Minor,River
2839,33,3,R,Shropshire,Midlands - Solihull,Shropshire,28/12/2015,Minor,River
2839,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,28/12/2015,Minor,River
2839,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,28/12/2015,Minor,River
2840,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,29/12/2015,Minor,River
2840,33,3,R,Shropshire,Midlands - Solihull,Shropshire,29/12/2015,Minor,River
2840,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,29/12/2015,Minor,River
2840,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,29/12/2015,Minor,River
2853,13,3,R,Cumbria,Northwest - Warrington,Cumbria,29/12/2015,Minor,River
2853,24,3,R,Lancashire,Northwest - Warrington,Lancashire,29/12/2015,Minor,River
2853,5,3,R,West Yorkshire,Northeast - Leeds,W Yorkshire,29/12/2015,Minor,River
2853,30,2,R,North Yorkshire,Northeast - Leeds,N Yorkshire,29/12/2015,Significant,River
2853,55,2,R,York,Northeast - Leeds,York,29/12/2015,Significant,River
2853,12,3,C,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,29/12/2015,Minor,Coastal \ tidal
2853,15,3,C,Devon,Southwest - Exeter,Devon,29/12/2015,Minor,Coastal \ tidal
2841,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,30/12/2015,Minor,River
2841,33,3,R,Shropshire,Midlands - Solihull,Shropshire,30/12/2015,Minor,River
2841,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,30/12/2015,Minor,River
2841,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,30/12/2015,Minor,River
2855,100,3,S,Bridgend,Wales,Bridgend,30/12/2015,Minor,Surface water
2855,109,3,S,Cardiff,Wales,Cardiff,30/12/2015,Minor,Surface water
2855,12,3,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,30/12/2015,Minor,Surface water
2855,20,3,S,Gloucestershire,Midlands - Solihull,Gloucestershire,30/12/2015,Minor,Surface water
2855,99,3,S,Neath Port Talbot,Wales,Neath Port Talbot,30/12/2015,Minor,Surface water
2855,15,2,S,Devon,Southwest - Exeter,Devon,30/12/2015,Significant,Surface water
2856,97,3,C,Carmarthenshire,Wales,Carmarthenshire,30/12/2015,Minor,Coastal \ tidal
2856,12,3,C,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,30/12/2015,Minor,Coastal \ tidal
2856,15,3,C,Devon,Southwest - Exeter,Devon,30/12/2015,Minor,Coastal \ tidal
2856,88,3,C,Isle of Anglesey,Wales,Isle of Anglesey,30/12/2015,Minor,Coastal \ tidal
2856,96,3,C,Pembrokeshire,Wales,Pembrokeshire,30/12/2015,Minor,Coastal \ tidal
2857,13,3,R,Cumbria,Northwest - Warrington,Cumbria,30/12/2015,Minor,River
2857,7,3,R,Greater Manchester,Northwest - Warrington,Gtr Manchester,30/12/2015,Minor,River
2857,24,3,R,Lancashire,Northwest - Warrington,Lancashire,30/12/2015,Minor,River
2857,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,30/12/2015,Minor,River
2857,5,3,R,West Yorkshire,Northeast - Leeds,W Yorkshire,30/12/2015,Minor,River
2857,55,3,R,York,Northeast - Leeds,York,30/12/2015,Minor,River
2858,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,31/12/2015,Minor,River
2858,55,3,R,York,Northeast - Leeds,York,31/12/2015,Minor,River
2859,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,31/12/2015,Minor,River
2859,33,3,R,Shropshire,Midlands - Solihull,Shropshire,31/12/2015,Minor,River
2859,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,31/12/2015,Minor,River
2859,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,31/12/2015,Minor,River
2860,15,3,S,Devon,Southwest - Exeter,Devon,31/12/2015,Minor,Surface water
2861,55,3,R,York,Northeast - Leeds,York,01/01/2016,Minor,River
2861,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,01/01/2016,Minor,Groundwater
2862,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,01/01/2016,Minor,River
2862,33,3,R,Shropshire,Midlands - Solihull,Shropshire,01/01/2016,Minor,River
2862,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,01/01/2016,Minor,River
2862,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,01/01/2016,Minor,River
2865,34,,,Somerset,Southwest - Exeter,Somerset,01/01/2016,,
2864,55,3,R,York,Northeast - Leeds,York,02/01/2016,Minor,River
2864,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,02/01/2016,Minor,Groundwater
2863,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,02/01/2016,Minor,River
2863,33,3,R,Shropshire,Midlands - Solihull,Shropshire,02/01/2016,Minor,River
2863,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,02/01/2016,Minor,River
2863,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,02/01/2016,Minor,River
2866,55,3,R,York,Northeast - Leeds,York,03/01/2016,Minor,River
2866,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,03/01/2016,Minor,Groundwater
2867,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,03/01/2016,Minor,River
2867,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,03/01/2016,Minor,River
2868,15,3,R,Devon,Southwest - Exeter,Devon,03/01/2016,Minor,River
2868,97,3,S,Carmarthenshire,Wales,Carmarthenshire,03/01/2016,Minor,Surface water
2868,12,3,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,03/01/2016,Minor,Surface water
2868,15,3,S,Devon,Southwest - Exeter,Devon,03/01/2016,Minor,Surface water
2868,16,3,S,Dorset,Southwest - Exeter,Dorset,03/01/2016,Minor,Surface water
2868,21,3,S,Hampshire,Southeast South - Worthing,Hampshire,03/01/2016,Minor,Surface water
2868,107,3,S,Monmouthshire,Wales,Monmouthshire,03/01/2016,Minor,Surface water
2868,96,3,S,Pembrokeshire,Wales,Pembrokeshire,03/01/2016,Minor,Surface water
2868,98,3,S,Swansea,Wales,Swansea,03/01/2016,Minor,Surface water
2868,39,3,S,West Sussex,Southeast South - Worthing,W Sussex,03/01/2016,Minor,Surface water
2870,30,3,S,North Yorkshire,Northeast - Leeds,N Yorkshire,04/01/2016,Minor,Surface water
2870,3,3,S,Tyne and Wear,Northeast - Leeds,Tyne and Wear,04/01/2016,Minor,Surface water
2869,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,04/01/2016,Minor,River
2872,34,3,R,Somerset,Southwest - Exeter,Somerset,05/01/2016,Minor,River
2872,34,3,S,Somerset,Southwest - Exeter,Somerset,05/01/2016,Minor,Surface water
2871,23,3,R,Kent,Southeast South - Worthing,Kent,05/01/2016,Minor,River
2871,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,05/01/2016,Minor,River
2871,29,3,R,Northumberland,Northeast - Leeds,Northumberland,05/01/2016,Minor,River
2871,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,05/01/2016,Minor,River
2871,17,3,S,Durham,Northeast - Leeds,Durham,05/01/2016,Minor,Surface water
2871,18,3,S,East Sussex,Southeast South - Worthing,E Sussex,05/01/2016,Minor,Surface water
2871,60,3,S,Herefordshire,Midlands - Solihull,Herefordshire,05/01/2016,Minor,Surface water
2871,23,3,S,Kent,Southeast South - Worthing,Kent,05/01/2016,Minor,Surface water
2871,43,3,S,Middlesbrough,Northeast - Leeds,Middlesbrough,05/01/2016,Minor,Surface water
2871,30,3,S,North Yorkshire,Northeast - Leeds,N Yorkshire,05/01/2016,Minor,Surface water
2871,44,3,S,Redcar and Cleveland,Northeast - Leeds,Redcar and Cleveland,05/01/2016,Minor,Surface water
2871,3,3,S,Tyne and Wear,Northeast - Leeds,Tyne and Wear,05/01/2016,Minor,Surface water
2871,29,2,S,Northumberland,Northeast - Leeds,Northumberland,05/01/2016,Significant,Surface water
2876,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,05/01/2016,Minor,River
2876,55,3,R,York,Northeast - Leeds,York,05/01/2016,Minor,River
2877,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,06/01/2016,Minor,River
2877,55,3,R,York,Northeast - Leeds,York,06/01/2016,Minor,River
2881,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,06/01/2016,Minor,River
2881,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,06/01/2016,Minor,River
2873,29,3,R,Northumberland,Northeast - Leeds,Northumberland,06/01/2016,Minor,River
2873,17,3,S,Durham,Northeast - Leeds,Durham,06/01/2016,Minor,Surface water
2874,29,3,S,Northumberland,Northeast - Leeds,Northumberland,07/01/2016,Minor,Surface water
2882,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,07/01/2016,Minor,River
2882,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,07/01/2016,Minor,River
2878,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,07/01/2016,Minor,River
2878,55,3,R,York,Northeast - Leeds,York,07/01/2016,Minor,River
2900,19,,,Essex,Anglian - Peterborough,Essex,07/01/2016,,
2900,27,,,Norfolk,Anglian - Peterborough,Norfolk,07/01/2016,,
2900,36,,,Suffolk,Anglian - Peterborough,Suffolk,07/01/2016,,
2879,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,08/01/2016,Minor,River
2879,55,3,R,York,Northeast - Leeds,York,08/01/2016,Minor,River
2883,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,08/01/2016,Minor,River
2883,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,08/01/2016,Minor,River
2884,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,09/01/2016,Minor,River
2884,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,09/01/2016,Minor,River
2880,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,09/01/2016,Minor,River
2880,55,3,R,York,Northeast - Leeds,York,09/01/2016,Minor,River
2875,27,3,R,Norfolk,Anglian - Peterborough,Norfolk,09/01/2016,Minor,River
2875,32,3,S,Oxfordshire,Southeast North - Reading,Oxfordshire,09/01/2016,Minor,Surface water
2875,67,3,S,Plymouth,Southwest - Exeter,Plymouth,09/01/2016,Minor,Surface water
2875,34,3,S,Somerset,Southwest - Exeter,Somerset,09/01/2016,Minor,Surface water
2885,79,,,Reading,Southeast North - Reading,Reading,09/01/2016,,
2886,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,10/01/2016,Minor,River
2886,55,3,R,York,Northeast - Leeds,York,10/01/2016,Minor,River
2886,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,10/01/2016,Minor,Groundwater
2888,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,10/01/2016,Minor,River
2888,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,10/01/2016,Minor,River
2892,27,3,R,Norfolk,Anglian - Peterborough,Norfolk,10/01/2016,Minor,River
2887,27,3,R,Norfolk,Anglian - Peterborough,Norfolk,10/01/2016,Minor,River
2889,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,11/01/2016,Minor,Groundwater
2893,6,3,S,Greater London,Southeast North - Reading,Gtr London,11/01/2016,Minor,Surface water
2893,37,3,S,Surrey,Southeast North - Reading,Surrey,11/01/2016,Minor,Surface water
2894,96,3,S,Pembrokeshire,Wales,Pembrokeshire,11/01/2016,Minor,Surface water
2895,36,,,Suffolk,Anglian - Peterborough,Suffolk,11/01/2016,,
2890,8,3,S,Bedfordshire,Anglian - Peterborough,Bedfordshire,11/01/2016,Minor,Surface water
2890,16,3,S,Dorset,Southwest - Exeter,Dorset,11/01/2016,Minor,Surface water
2890,19,3,S,Essex,Anglian - Peterborough,Essex,11/01/2016,Minor,Surface water
2890,22,3,S,Hertfordshire,Southeast North - Reading,Hertfordshire,11/01/2016,Minor,Surface water
2890,96,3,S,Pembrokeshire,Wales,Pembrokeshire,11/01/2016,Minor,Surface water
2891,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,11/01/2016,Minor,River
2891,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,11/01/2016,Minor,River
2891,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,11/01/2016,Minor,River
2891,55,3,R,York,Northeast - Leeds,York,11/01/2016,Minor,River
2896,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,12/01/2016,Minor,Groundwater
2898,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,12/01/2016,Minor,River
2898,55,3,R,York,Northeast - Leeds,York,12/01/2016,Minor,River
2899,27,3,R,Norfolk,Anglian - Peterborough,Norfolk,12/01/2016,Minor,River
2905,33,3,S,Shropshire,Midlands - Solihull,Shropshire,12/01/2016,Minor,Surface water
2905,33,3,R,Shropshire,Midlands - Solihull,Shropshire,12/01/2016,Minor,River
2901,90,3,C,Conwy,Wales,Conwy,12/01/2016,Minor,Coastal \ tidal
2897,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,12/01/2016,Minor,River
2897,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,12/01/2016,Minor,River
2910,91,3,S,Denbighshire,Wales,Denbighshire,12/01/2016,Minor,Surface water
2910,92,3,S,Flintshire,Wales,Flintshire,12/01/2016,Minor,Surface water
2911,92,,,Flintshire,Wales,Flintshire,12/01/2016,,
2912,92,3,S,Flintshire,Wales,Flintshire,13/01/2016,Minor,Surface water
2902,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,13/01/2016,Minor,Groundwater
2903,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,13/01/2016,Minor,River
2903,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,13/01/2016,Minor,River
2904,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,13/01/2016,Minor,River
2904,55,3,R,York,Northeast - Leeds,York,13/01/2016,Minor,River
2913,27,3,S,Norfolk,Anglian - Peterborough,Norfolk,14/01/2016,Minor,Surface water
2914,15,3,G,Devon,Southwest - Exeter,Devon,14/01/2016,Minor,Groundwater
2907,10,3,R,Cambridgeshire,Anglian - Peterborough,Cambridgeshire,14/01/2016,Minor,River
2909,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,14/01/2016,Minor,River
2906,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,14/01/2016,Minor,River
2906,55,3,R,York,Northeast - Leeds,York,14/01/2016,Minor,River
2906,30,3,S,North Yorkshire,Northeast - Leeds,N Yorkshire,14/01/2016,Minor,Surface water
2906,44,3,S,Redcar and Cleveland,Northeast - Leeds,Redcar and Cleveland,14/01/2016,Minor,Surface water
2908,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,14/01/2016,Minor,Groundwater
2909,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,14/01/2016,Minor,River
2915,55,3,R,York,Northeast - Leeds,York,15/01/2016,Minor,River
2916,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,15/01/2016,Minor,River
2916,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,15/01/2016,Minor,River
2916,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,15/01/2016,Minor,Groundwater
2917,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,16/01/2016,Minor,Groundwater
2918,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,16/01/2016,Minor,River
2918,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,16/01/2016,Minor,River
2919,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,16/01/2016,Minor,River
2919,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,16/01/2016,Minor,River
2920,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,17/01/2016,Minor,Groundwater
2942,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,18/01/2016,Minor,Groundwater
2921,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,18/01/2016,Minor,Groundwater
2923,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,18/01/2016,Minor,Groundwater
2924,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,19/01/2016,Minor,Groundwater
2922,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,19/01/2016,Minor,Groundwater
2925,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,20/01/2016,Minor,Groundwater
2926,30,3,G,North Yorkshire,Northeast - Leeds,N Yorkshire,21/01/2016,Minor,Groundwater
2927,13,3,S,Cumbria,Northwest - Warrington,Cumbria,25/01/2016,Minor,Surface water
2927,13,3,R,Cumbria,Northwest - Warrington,Cumbria,25/01/2016,Minor,River
2928,2,3,S,South Yorkshire,Northeast - Leeds,S Yorkshire,25/01/2016,Minor,Surface water
2929,90,3,C,Conwy,Wales,Conwy,25/01/2016,Minor,Coastal \ tidal
2932,90,3,C,Conwy,Wales,Conwy,26/01/2016,Minor,Coastal \ tidal
2932,89,3,C,Gwynedd,Wales,Gwynedd,26/01/2016,Minor,Coastal \ tidal
2935,33,3,R,Shropshire,Midlands - Solihull,Shropshire,26/01/2016,Minor,River
2930,13,3,R,Cumbria,Northwest - Warrington,Cumbria,26/01/2016,Minor,River
2930,13,3,S,Cumbria,Northwest - Warrington,Cumbria,26/01/2016,Minor,Surface water
2931,2,3,S,South Yorkshire,Northeast - Leeds,S Yorkshire,26/01/2016,Minor,Surface water
2934,87,3,S,Isle of Wight,Southeast South - Worthing,Isle of Wight,27/01/2016,Minor,Surface water
2937,55,3,R,York,Northeast - Leeds,York,27/01/2016,Minor,River
2936,33,3,R,Shropshire,Midlands - Solihull,Shropshire,27/01/2016,Minor,River
2933,21,3,S,Hampshire,Southeast South - Worthing,Hampshire,27/01/2016,Minor,Surface water
2938,33,3,R,Shropshire,Midlands - Solihull,Shropshire,28/01/2016,Minor,River
2938,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,28/01/2016,Minor,River
2939,55,3,R,York,Northeast - Leeds,York,28/01/2016,Minor,River
2940,55,3,R,York,Northeast - Leeds,York,29/01/2016,Minor,River
2941,97,3,S,Carmarthenshire,Wales,Carmarthenshire,29/01/2016,Minor,Surface water
2943,12,3,R,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,06/02/2016,Minor,River
2943,15,3,R,Devon,Southwest - Exeter,Devon,06/02/2016,Minor,River
2943,38,3,R,Warwickshire,Midlands - Solihull,Warwickshire,06/02/2016,Minor,River
2943,105,3,S,Blaenau Gwent,Wales,Blaenau Gwent,06/02/2016,Minor,Surface water
2943,100,3,S,Bridgend,Wales,Bridgend,06/02/2016,Minor,Surface water
